 Region,CultureGroup,MacroPolity,PolID,Predecessor,Successor,Contested.1yr,Reign.Number.predecessor,Start.reign.predecessor,End.reign.Transition,Overturn,Assassination.Predecessor,Intra.elite,Military.revolt,Popular.uprising,Separatist.rebellion,External.invasion,External.interference,Conflict.name,Description,References,Zotero.URL
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Sety I / Menmaatra,Rameses II / Usermaatra Setepenra,A,1,-1294,-1279,A,A,A,A,A,A,A,A,,"Sety I inherited the throne from his father Rameses I (Clayton 1994, 141). He led military campaigns in Nubia and the Levant and faced 'incursions by Libyan tribes' into the western Delta (Van Dijk 2000, 287). Vassals in the Near East switched their allegiance from the Hittites to the Egyptians, then back again (Van Dijk 2000, 287). When Sety died, the throne passed to his son Rameses II (Van Dijk 2000, 288).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 141-45) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 286-88) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses II / Usermaatra Setepenra,Merenptah / Baenra,A*,1,-1279,-1213,A,A,A,A,A,A*,A,A,,"Rameses II inherited the throne from his father Sety I (Clayton 1994, 146-47). In Year 4 of his reign, he faced a 'revolt in the Levant' (Clayton 1994, 147). On his death, his son and proclaimed heir Merneptah became pharaoh (Clayton 1994, 155-56).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 145-56) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 288-95) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Merenptah / Baenra,Amenmessu / Menmira,P,1,-1213,-1203,A,A,P,P,U*,A,A,A,Succession to Merenptah,"Merneptah was the chosen heir of his father Rameses II (Clayton 1994, 155-57). He faced 'a ""flash"" revolt in southern Syria' as well as rebellions in Nubia and the 'western oases' (Clayton 1994, 157). When he died, his chosen heir Seti-Merneptah did not ascend to the throne; instead, struggles over the succession broke out and 'an unknown, Amenmesses, became king' (Clayton 1994, 158; Van Dijk 2000, 295).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 156-58) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 294-96) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Amenmessu / Menmira,Sety II / Userkheperura Setepenra,U*,1,-1203,-1200,A;P,U*,U*,U*,U*,A*,A,A*,,"Amenmessu's exact origins are unclear but he was a usurper, not Merenptah's appointed heir, and may have been a 'lesser prince' (Clayton 1994, 158). The sources do not mention an assassination, but on Amenmessu's death the throne reverted to Seti II, probably 'the previously ousted Crown Prince', who erased the usurper's name from several monuments (Clayton 1994, 158).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 158) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 294-96) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Sety II / Userkheperura Setepenra,Saptah / Akehnrasetepenra,A,1,-1200,-1194,A,A,A,A,A,A,A,A,,"Seti II, probably the eldest son and crown prince of Merneptah, ascended to the throne after the usurper Amenmessu died and erased his predecessor's cartouches from several monuments (Clayton 1994, 158; Van Dijk 2000, 295-96). Morenz and Popko (2010, 117) comment that '[i]n the succession of Merneptah we can observe two rival lineages competing for power'. When he died, the kingship passed to his only son Saptah (Van Dijk 2000, 296).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 158-59) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 294-96) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P $ (Morenz and Popko 2010, 117) Morenz, Ludwig D., and Lutz Popko. 2010. “The Second Intermediate Period and the New Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6TREZMAD.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Saptah / Akehnrasetepenra,Queen Tausret / Sitrameritamun,U*,1,-1194,-1188,A;P,U*,U*,U*,U*,A*,A,A*,,"Saptah was the only son of Seti II (Van Dijk 2000, 296). Because he was young when his father died, he ruled in combination with his stepmother, Sety's chief queen Tausret, and a Syrian official called Bay (Van Dijk 2000, 296). However, Bay was executed in Year 5 of Saptah's reign, and Morenz and Popko (2010, 117) comment that '[i]n the succession of Merneptah we can observe two rival lineages competing for power'. Saptah died in Year 6 of his reign and Queen Tausret began to use the full pharaonic titles (Clayton 1994, 159). It was unusual for a woman to become pharaoh and the throne did not pass to a son of Saptah - this may suggest an overthrow.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 158-59) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 294-96) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P $ (Morenz and Popko 2010, 117) Morenz, Ludwig D., and Lutz Popko. 2010. “The Second Intermediate Period and the New Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6TREZMAD.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Queen Tausret / Sitrameritamun,Sethnakht / Userkhaura Meryamun,P*,1,-1188,-1186,A,U*,U*,U*,U*,U*,A,A*,Disorder before accession of 20th Dynasty Egypt,"When her stepson Saptah died in Year 6 of his reign, Queen Tausret, who had been acting as regent, assumed the full pharaonic titles (Clayton 1994, 159). Tausret's effective co-ruler, the Syrian chancellor Bay, was executed in Year 5 of Saptah's reign, and Morenz and Popko (2010, 117) comment that '[i]n the succession of Merneptah we can observe two rival lineages competing for power'. After her death there may or may not have been a 'short period of anarchy' (Clayton 1994, 160; Van Dijk 2000, 296). Her eventual successor, Setnakhte, did not claim ancestry from Tausret, claiming instead to be chosen by the gods, and is considered the founder of the Twentieth Dynasty (Van Dijk 2000, 296-97). He described himself as putting down rebellions, but it is not clear whether these began before or after Tausret's death.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 158-60) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 295-97) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P $ (Morenz and Popko 2010, 117) Morenz, Ludwig D., and Lutz Popko. 2010. “The Second Intermediate Period and the New Kingdom.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/6TREZMAD.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Sethnakht / Userkhaura Meryamun,Rameses III / Usermaatra Meryamun,A*,1,-1186,-1184,A,A,A,A,A,A,A,A,,"Sethnakht's precise origins are unknown (Clayton 1994, 160). He portrayed himself on a stele at Elephantine as restoring order after the period of chaos following Tausret's death, expelling rebels and an 'upstart' Syrian who had attempted to seize power (Clayton 1994, 160-61; Van Dijk 2000, 296). He managed to pass the throne to his son Rameses III (Clayton 1994, 161).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 159-60) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 296-97) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses III / Usermaatra Meryamun,Rameses IV / Heqamaatra Setepenamun,P*,1,-1184,-1153,P*,P*,P*,U*,A,A,A,A*,Harem Conspiracy,"Rameses III faced incursions from Libyan and other tribes from the west as well as a large-scale invasion by the 'Sea Peoples' from across the Mediterranean and Near East (Clayton 1994, 160-61). His reign saw 'the first recorded organized strikes in history', by unpaid workmen at Deir el-Medina (Van Dijk 2000, 298). The Harem Conspiracy Papyrus also details a palace plot to kill Rameses III and incite a revolt outside the palace (Clayton 1994, 164-65). Previously it was thought that the king survived the coup or died during the judicial proceedings against the conspirators (Van Dijk 2000, 299; Clayton 1994, 165), but a recent examination of his mummy found that his throat had been cut (Hawass et al. 2012). Rameses III's successor Rameses IV was his son and crown prince (Clayton 1994, 165-66; Van Dijk 2000, 299).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 160-66) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 296-99) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P $ (Hawass et al. 2012) Hawass, Zahi, Somaia Ismail, Ashraf Selim, Sahar N. Saleem, Dina Fathalla, Sally Wasef, Ahmed Z. Gad, et al. 2012. “Revisiting the Harem Conspiracy and Death of Ramesses III: Anthropological, Forensic, Radiological, and Genetic Study.” BMJ 345: e8268. doi:10.1136/bmj.e8268. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/C82XT7RH.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses IV / Heqamaatra Setepenamun,Rameses V / Usermaatra Sekheperenra,A*,1,-1153,-1147,A,A,A,A,A*,A,A,A,,"Rameses IV was the fifth son and crown prince of Rameses III (Van Dijk 2000, 299). During his reign, the influence of the high priests at Thebes grew (Van Dijk 2000, 300). There may have been trouble at Deir el-Medina due to late deliveries of 'basic commodities' (Van Dijk 2000, 300). Around 2000 soldiers accompanied a quarrying expedition, 'indicative of the amount of policing of the workforce required rather than any defence against attack' (Clayton 1994, 167). When Rameses IV died, the throne passed to either his son (Van Dijk 2000, 300) or brother (Clayton 1994, 167), Rameses V.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 166-67) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 299-300) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses V / Usermaatra Sekheperenra,Rameses VI / Nebmaatra Meryamun,P*,1,-1147,-1143,A;P,U*,A;P,U*,U*,A,A,A,,"When Rameses IV died, the throne passed to either his son (Van Dijk 2000, 300) or brother (Clayton 1994, 167), Rameses V. He faced a 'civil war' and workmen stopped digging his tomb (Clayton 1994, 167). During this time, the influence of the Theban priests was also growing and high priestly offices were becoming hereditary (Van Dijk 2000, 300), hinting at intra-elite conflict. Clayton (1994, 167) suggests that Rameses V could have been 'usurped by his brother', Rameses VI, but Van Dijk (2000, 300-01) makes no reference to this possibility, saying only that Rameses V died young of smallpox and that the succession may have been 'accompanied by civil unrest'.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 166-68) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 300-301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses VI / Nebmaatra Meryamun,Rameses VII / Usermaatra Setepenra Meryamun,U*,1,-1143,-1136,A,A,U*,U*,U*,U*,A,A,,"Clayton (1994, 167) suggests that Rameses V could have been 'usurped by his brother', Rameses VI, but Van Dijk (2000, 300-01) makes no reference to this possibility, saying only that Rameses V died young of smallpox and that the succession may have been 'accompanied by civil unrest'. Libyans caused trouble for the king around the area of Deir el-Medina (Van Dijk 2000, 300-01). Rameses VI was succeeded by his son Rameses VII (Clayton 1994, 168).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 167-68) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 300-301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses VII / Usermaatra Setepenra Meryamun,Rameses VIII / Usermaatra Akhenamun,U*,1,-1136,-1129,A;P,U*,U*,U*,U*,U*,A,A,,"Rameses VII succeeded his father Rameses VI (Clayton 1994, 168). During his reign, 'Egypt was economically unstable and prices soared ... Everywhere there was unrest' (Clayton 1994, 168-69). Rameses VII's successor Rameses VIII was not his son but 'a son of Rameses III', which Clayton (2000, 169) interprets as a possible sign of 'a continuing problem of the rightful succession'.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 168-69) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses VIII / Usermaatra Akhenamun,Rameses IX / Neferkara Setepenra,P*,1,-1129,-1126,P*,P*,P*,U*,U*,U*,A,A,,"Rameses VII's successor Rameses VIII was not his son but 'a son of Rameses III', which Clayton (2000, 169) interprets as a possible sign of 'a continuing problem of the rightful succession'. Rameses VIII probably only reigned for a year and his relationship to his successor is unclear (Clayton 1994, 169; Van Dijk 2000, 301).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 168-69) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses IX / Neferkara Setepenra,Rameses X / Khepermaatra Setepenra,U*,1,-1126,-1108,U*,U*,U*,U*,U*,U*,A*,U*,,"Rameses IX's relationships to his predecessor and his successor are unclear (Van Dijk 2000, 301). During his reign, the Theban High Priests of Amun 'were increasingly able to assert their own power in Upper Egypt and to sow the seeds of the final insurrection to come during the 21st Dynasty' (Clayton 1994, 169-70). He also faced incursions from Libyan nomads and strikes among the population (Van Dijk 2000, 301)","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 169-70) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses X / Khepermaatra Setepenra,Rameses XI / Menmaatra Setepenptah,U*,1,-1108,-1099,U*,U*,U*,U*,U*,U*,A*,U*,,"Rameses X's relationship to his predecessor is unclear and 'almost nothing' is known about his reign (Van Dijk 2000, 301). We do know that during this period the power of the High Priests of Amun at Thebes was increasing, and during Rameses IX's reign they may even have reached a level of 'virtual equality' with the pharaoh (Van Dijk 2000, 301). It seems likely that civil unrest and workers' strikes were still a problem, as they were in Rameses XI's reign, but the consulted sources do not mention this.","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 169-70) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 301) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,New Kingdom,EgNKRam,Rameses XI / Menmaatra Setepenptah,Ptolemy I Soter,P,1,-1099,-1069,A,A,U*,U*,U*,U*,A*,U*,,"(No evidence presented that this king, based in Delta region of Egypt, was overthrown. 30-year-reign may suggest he died of natural causes and the state then broke up.) Rameses XI faced many problems: the High Priests of Amun at Thebes became virtually independent, famine struck, civil war broke out and the viceroy of Nubia (Panehsy) mounted a rebellion (Van Dijk 2000, 301-02). In Thebes, Herihor and his successor Piankh began to act as both High Priest of Amun and vizier, marking Upper Egypt's independence from Ramessid rule (Clayton 1994, 175-76). In the north, the accession of Smendes marked the start of the 21st Dynasty (Clayton 1994, 178).","(Shaw 2000) Shaw, Ian. 2000. “Chronology.” In The Oxford History of Ancient Egypt, edited by Ian Shaw, 480–89. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/48FRNB9P $ (Clayton 1994, 170-75) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9 $ (Van Dijk 2000, 301-03) Van Dijk, Jacobus. 2000. “The Amarna Period and the Later New Kingdom (1352-1069 BC).” In The Oxford History of Ancient Egypt, edited by I. Shaw, 265–307. Oxford: Oxford University Press. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/939MPA2P.",
Upper Egypt,Pharaonic_Egypt,Old Kingdom,EgOldK1,Nebka / Horus Sanakht,Djoser / Horus Netjerykhet,U*,1,-2686,-2667,U*,U*,U*,U*,U*,U*,A,U*,,"Nebka, or Sanakhte, was the first king of the Third Dynasty, but little is known about his reign. Clayton (1994, 32) speculates that he may have come to power peacefully through a marriage alliance with a daughter of the last Second-Dynasty king. However, while on the throne he faced 'internal political problems' (Clayton 1994, 32).","(Lloyd 2010, xxxiii) Lloyd, Alan B. 2010. “Chronology.” In A Companion to Ancient Egypt, edited by Alan B. Lloyd, 1:xxxii – xliii. Chichester: Wiley-Blackwell. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/R95E4VDR $ (Morby and Rozier 2014) Morby, John E., and Charlie Rozier. 2014. Dynasties of the World. 2nd ed., online edition. Oxford: Oxford University Press. DOI: 10.1093/acref/9780191780073.001.0001. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/3C5IVS6E $ (Clayton 1994, 32) Clayton, Peter A. 1994. Chronicle of the Pharaohs: The Reign-by-Reign Record of the Rulers and Dynasties of Ancient Egypt. London: Thames and Hudson. Seshat URL: https://www.zotero.org/groups/seshat_databank/items/itemKey/N9DP44W9.",
